Fecha,Correo_Origen,Asunto,Palabras_Clave,Link,Mayúsculas_Excesivas,Archivos_Adjuntos,Longitud_Correo,Hora_Envio,Errores_Ortograficos,Caracteres_Especiales,Clasificación
2025-08-26,thompsonruth@example.com,descuento evento promoción ventas oferta,"three,help,eight,cut",,0,1,270,23:53,9,9,spam
2025-09-04,timothy61@example.com,evento reunión descuento oferta,"effort,property",,1,1,136,11:45,10,13,spam
2025-08-11,susantorres@example.net,descuento trabajo evento música evento música,"both,treat,enough",,0,0,69,17:23,2,8,spam
2025-08-10,samuelsandoval@example.org,oferta evento trabajo evento urgente reunión,"discussion,teach,need",https://braun.com/,0,0,441,09:21,5,7,ham
2025-08-16,jacksonjames@example.net,música trabajo descuento reunión promoción,"health,usually,future",http://williams.org/,0,0,87,04:43,3,3,spam
2025-09-03,mortiz@example.net,promoción descuento oferta ventas,"investment,ability,travel",https://www.clayton-underwood.com/,1,0,360,18:48,0,8,ham
2025-08-10,badkins@example.net,evento evento descuento descuento oferta,"increase,sell",,0,1,391,09:39,9,12,spam
2025-08-19,johnsonjulie@example.net,música oferta trabajo ventas trabajo evento,"themselves,tend,treatment",,1,1,277,07:16,2,5,spam
2025-08-09,shellybuchanan@example.com,música evento descuento trabajo evento,"may,set,marriage,note",,0,1,407,18:30,5,8,ham
2025-08-19,meganwolf@example.net,descuento evento ventas ventas ventas oferta,"exist,own,charge,what",,0,0,320,13:57,9,11,spam
2025-09-05,evasquez@example.net,reunión promoción trabajo evento,"cultural,gun",http://watts-romero.net/,0,0,297,23:40,9,10,ham
2025-08-14,wgibson@example.net,promoción oferta música,"official,consider,fast",,1,1,307,00:23,0,2,spam
2025-08-27,sanderscarla@example.org,música urgente urgente urgente promoción ventas,"write,paper,space,effort",http://www.kennedy.biz/,1,1,362,01:06,8,3,ham
2025-08-14,millerandrew@example.org,descuento música trabajo promoción,"baby,none,spend,owner",,0,0,292,18:41,5,0,spam
2025-08-21,jacobcollins@example.org,ventas trabajo ventas ventas trabajo,"reduce,north,let",https://williams.com/,1,1,238,12:54,7,8,spam
2025-09-04,alicianewman@example.com,ventas promoción urgente evento trabajo,"top,bill,energy",,0,0,432,10:32,8,4,ham
2025-08-14,nicholas52@example.com,evento música ventas promoción evento promoción,"assume,expect",https://www.huang.info/,0,0,477,17:44,6,4,ham
2025-08-28,jamessimon@example.com,evento evento reunión trabajo trabajo música,"everyone,middle,return",,1,0,98,18:08,0,8,spam
2025-09-02,qbraun@example.com,reunión evento oferta descuento urgente,"minute,want",,1,1,247,17:05,0,7,ham
2025-08-15,boyermichaela@example.org,reunión oferta urgente reunión evento ventas,"continue,store,us",http://www.weeks.com/,1,0,487,07:31,10,6,ham
2025-08-26,samanthadavis@example.com,promoción evento urgente evento música,"heart,or",,1,1,347,04:40,3,5,ham
2025-08-18,duncanmichael@example.org,trabajo trabajo ventas promoción urgente,"official,wife",http://gonzalez-pope.com/,0,0,210,15:34,2,4,spam
2025-08-27,katrinagray@example.net,urgente descuento urgente promoción evento,"together,study,difficult,police",,0,1,82,18:30,8,10,ham
2025-08-12,kevinwatkins@example.net,descuento trabajo música trabajo música,"truth,chair,probably",https://reeves.info/,1,0,167,19:45,0,2,ham
2025-09-02,elee@example.com,descuento oferta música,"true,music,still,form",,0,0,169,16:18,0,4,ham
2025-08-27,baileyraymond@example.com,urgente urgente música oferta descuento,"check,partner,sense",https://www.morales.org/,0,1,78,22:21,1,8,ham
2025-08-30,lgray@example.org,música reunión urgente urgente,"right,across,into",,0,0,107,23:05,10,3,ham
2025-08-27,hornemichael@example.net,oferta evento oferta,"care,same",,0,1,403,17:08,3,5,ham
2025-08-27,anthonycarpenter@example.org,trabajo trabajo ventas,"citizen,identify",,0,0,177,12:26,6,2,spam
2025-08-27,ryan52@example.org,descuento evento urgente urgente descuento reunión,"American,truth",,0,1,260,16:12,8,7,spam
2025-08-14,chasekelley@example.net,ventas ventas descuento promoción,"executive,culture,chair",https://www.bender-ross.biz/,0,0,73,07:00,8,4,spam
2025-08-20,georgejuan@example.org,promoción reunión promoción,"tough,if,finish",https://www.sanchez.biz/,0,1,378,22:23,6,5,ham
2025-08-29,wbarrett@example.com,evento promoción trabajo,"tough,power,fall",,1,1,353,07:51,9,6,spam
2025-08-12,rlarson@example.org,descuento descuento descuento evento evento,"mouth,force,face",http://cummings-stafford.com/,0,1,316,00:12,10,8,spam
2025-08-19,fosterdebbie@example.net,urgente trabajo ventas ventas descuento,"lot,right,wife,well",,1,1,262,23:18,7,5,spam
2025-08-10,davidsonkristina@example.net,oferta evento urgente música reunión,"central,onto,what",,0,0,169,03:03,1,8,spam
2025-09-01,vincentchristopher@example.com,evento música oferta promoción,"special,up,modern,history",http://quinn-garcia.net/,0,0,380,15:05,5,8,spam
2025-08-20,ngarcia@example.org,evento evento música,"attorney,policy",,1,0,204,23:01,10,6,spam
2025-08-22,teresamiller@example.org,promoción oferta reunión reunión música,"fire,arm,truth,attention",https://ward.org/,1,0,279,09:22,10,6,spam
2025-08-12,allenmorgan@example.org,promoción música oferta trabajo,"president,throw,concern,everybody",,1,0,360,08:03,9,7,ham
2025-09-02,todd88@example.com,evento urgente descuento ventas promoción trabajo,"theory,on,mission",,1,1,263,11:59,9,4,ham
2025-08-31,pruiz@example.net,oferta trabajo ventas trabajo reunión,"key,purpose,arrive",,1,1,134,09:45,9,3,ham
2025-08-11,williamslinda@example.net,descuento promoción ventas,"hundred,nation",,1,1,374,20:58,8,4,ham
2025-08-29,david77@example.net,descuento ventas trabajo música,"movie,success",https://www.ellis-sanchez.com/,0,0,218,09:29,8,5,ham
2025-09-04,kaylanguyen@example.net,promoción promoción promoción ventas promoción música,"military,camera,word,top",,1,0,279,17:08,5,4,spam
2025-09-05,pricevictoria@example.org,música promoción promoción evento trabajo,"spring,indicate",,1,0,63,00:03,9,6,spam
2025-08-21,carl29@example.com,música música música ventas descuento,"TV,point,team",http://www.webster-taylor.com/,1,0,414,07:45,2,4,ham
2025-08-09,kanderson@example.org,urgente evento oferta,"admit,but",https://www.rivera.com/,1,1,151,15:20,2,8,spam
2025-08-11,wfarmer@example.org,evento trabajo reunión trabajo reunión,"president,increase,a",,1,1,196,10:55,4,6,ham
2025-08-09,oglass@example.net,ventas trabajo evento,"brother,nice,indeed",,0,1,197,17:38,6,9,spam
2025-08-28,davidaguilar@example.org,oferta oferta promoción urgente música,"newspaper,third,try,cause",http://macias.net/,0,0,402,16:08,0,2,ham
2025-08-26,gardnerrichard@example.com,evento trabajo trabajo,"bed,act,event",https://www.hodges-montgomery.com/,0,1,324,10:40,0,3,ham
2025-09-02,graychristina@example.com,música evento trabajo trabajo música evento,"modern,none,safe,east",,1,1,154,06:47,3,6,ham
2025-08-28,cynthiamoore@example.com,reunión evento urgente oferta,"behind,amount",,0,0,64,18:33,9,8,spam
2025-08-08,timothy86@example.com,promoción trabajo evento descuento trabajo,"itself,various,party,leg",,0,1,291,22:00,2,8,spam
2025-08-26,ewest@example.org,trabajo descuento trabajo oferta evento,"its,series,research,once",,0,1,84,06:13,6,7,spam
2025-08-22,collinstrevor@example.com,oferta ventas ventas evento oferta promoción,"everybody,condition,gas",,1,1,310,13:49,8,12,spam
2025-09-06,summerbaker@example.com,urgente trabajo ventas,"fly,imagine,those,report",,1,0,400,05:42,9,12,ham
2025-08-26,istanley@example.com,oferta evento evento descuento oferta,"court,news",,1,1,341,07:15,10,6,spam
2025-08-23,davidmiller@example.net,trabajo evento evento,"fill,couple",,1,1,497,13:12,1,8,ham
2025-08-24,alexanderschmitt@example.com,promoción urgente evento descuento descuento descuento,"executive,level,financial,statement",,0,1,273,13:48,1,8,spam
2025-09-01,shirley92@example.org,promoción evento urgente descuento música,"player,able,anything,raise",,1,1,281,19:57,2,8,ham
2025-08-08,lambertjason@example.org,descuento evento descuento,"blue,business,kind",,1,0,472,17:59,8,3,spam
2025-08-23,tmack@example.com,reunión evento reunión ventas trabajo,"white,tend,against,professional",,0,0,418,11:49,4,6,ham
2025-08-13,stevenhenry@example.com,oferta reunión promoción promoción ventas,"water,all,power,hundred",,1,1,127,09:31,8,8,ham
2025-09-05,edwardjohnson@example.com,reunión promoción reunión música,"picture,life,speech,Democrat",,0,1,381,01:05,8,11,spam
2025-08-11,sarah75@example.com,evento urgente reunión,"successful,no,seek",http://blake.com/,1,0,78,05:19,7,9,ham
2025-08-10,owilson@example.net,urgente urgente ventas urgente,"staff,southern",,1,1,340,01:06,4,6,spam
2025-08-23,iclark@example.net,oferta reunión evento promoción urgente ventas,"common,activity,hand,worry",http://www.jimenez-diaz.biz/,1,0,174,10:18,3,4,spam
2025-08-24,kristinelambert@example.org,urgente ventas música,"happen,idea",,0,1,232,05:04,1,12,spam
2025-08-27,llee@example.com,evento descuento trabajo ventas urgente,"relationship,beat,may",,1,1,273,20:42,5,4,ham
2025-08-27,akelly@example.net,promoción urgente música urgente,"upon,matter,avoid",,0,0,201,06:18,7,8,ham
2025-09-03,brownlauren@example.com,trabajo oferta oferta,"somebody,human,hotel",,1,1,226,20:48,0,5,ham
2025-08-31,irivas@example.org,reunión oferta trabajo oferta ventas,"style,although",,0,1,485,23:05,5,4,spam
2025-08-24,rhebert@example.org,urgente trabajo promoción reunión urgente,"relationship,book,organization,town",http://www.ball.com/,0,1,189,12:45,0,6,ham
2025-09-02,scastaneda@example.org,evento oferta descuento música descuento ventas,"thousand,everything",http://www.fischer-fischer.com/,1,0,278,19:25,3,5,ham
2025-08-15,zclark@example.net,reunión evento promoción,"indeed,suffer",,1,1,445,01:40,7,6,spam
2025-09-03,glasstheresa@example.com,evento evento promoción oferta trabajo,"shoulder,a,local",,1,0,298,23:15,7,3,spam
2025-08-19,bearddennis@example.net,ventas evento ventas,"for,everything,image",http://www.johnson-glenn.info/,1,0,367,07:31,3,3,ham
2025-08-09,lunaryan@example.net,oferta trabajo oferta música urgente,"decide,available,cause",,1,0,177,04:03,7,6,spam
2025-09-02,bellmelissa@example.net,ventas promoción reunión trabajo oferta,"customer,agent,easy",,0,1,76,13:56,9,7,spam
2025-08-23,william24@example.net,ventas ventas música,"appear,relate,claim",,1,1,82,01:04,2,11,spam
2025-09-03,christopher78@example.org,evento reunión música ventas ventas,"system,attention,mission,by",http://www.skinner.biz/,1,1,54,13:01,2,6,spam
2025-08-31,richard61@example.com,promoción urgente promoción urgente ventas,"building,plan,method,natural",https://www.johnson.biz/,1,1,182,09:14,0,6,ham
2025-08-10,norrismichael@example.com,oferta descuento evento trabajo,"itself,energy,matter",,1,0,106,03:40,1,2,ham
2025-08-18,davidbarnes@example.org,evento reunión urgente reunión,"him,somebody,cultural",,1,0,225,03:37,9,9,spam
2025-08-16,kentandrew@example.org,reunión ventas promoción evento reunión,"believe,dinner,fall",http://burton-massey.org/,0,1,205,10:11,7,6,ham
2025-09-01,jonesjohn@example.com,oferta descuento trabajo,"example,all",,1,0,463,20:09,3,4,spam
2025-08-31,russell19@example.net,promoción ventas oferta trabajo,"perform,student",,0,1,86,01:30,9,9,spam
2025-08-08,youngeric@example.net,descuento trabajo trabajo ventas,"it,direction,outside",,0,0,405,00:38,5,11,spam
2025-08-23,rbennett@example.com,música promoción ventas evento,"upon,nothing,think",,1,1,226,19:39,1,9,ham
2025-08-19,schneiderrobert@example.org,ventas evento oferta promoción trabajo trabajo,"board,manage",http://jackson.biz/,1,0,487,19:15,0,7,spam
2025-08-17,khale@example.com,descuento ventas descuento oferta urgente trabajo,"responsibility,college",,0,0,204,04:27,7,2,spam
2025-08-22,evelyn45@example.org,música promoción reunión evento,"life,age,protect",,1,0,325,02:31,1,8,spam
2025-08-24,colontami@example.com,oferta urgente reunión,"true,case,bit,explain",,0,1,214,15:37,4,4,spam
2025-08-28,pamelaconway@example.net,ventas descuento descuento reunión descuento promoción,"indeed,break,almost",https://mcguire-stewart.net/,0,0,74,08:40,8,6,spam
2025-08-19,craigkim@example.net,música ventas reunión trabajo,"include,beyond",,0,0,408,13:57,3,10,spam
2025-09-02,kennethchase@example.org,trabajo ventas música reunión,"establish,occur,travel,same",http://www.pugh.com/,1,1,442,15:37,9,3,ham
2025-08-09,jamie32@example.com,urgente promoción evento,"tree,step",https://www.forbes.com/,1,1,335,08:26,4,9,spam
2025-08-28,valencianicholas@example.org,música reunión trabajo,"son,identify",,0,1,64,09:01,1,9,spam
2025-08-29,nicole92@example.org,reunión urgente música evento,"too,author,institution,a",https://www.mckinney.com/,1,0,51,11:12,3,5,ham
2025-08-09,reynoldsstephanie@example.com,música reunión reunión ventas promoción,"always,owner,war",https://thompson.com/,1,1,174,20:44,0,5,spam
2025-09-02,timothysosa@example.org,oferta evento descuento ventas trabajo,"pay,product,guess",,0,1,417,13:02,3,3,spam
